dx,dy,length,distance
167,297,88,340
1502,43,88,1502
948,82,89,951
618,73,89,622
145,140,89,201
650,102,89,657
472,107,89,483
807,58,91,809
336,7,91,336
273,95,91,289
91,75,91,117
945,451,91,1047
1576,221,92,1591
945,204,92,966
468,622,92,778
1227,27,93,1227
465,341,93,576
13,107,93,107
1584,168,93,1592
520,188,94,552
1787,358,94,1822
567,89,94,573
898,176,94,915
325,292,95,436
212,89,95,229
8,252,96,252
68,181,97,193
457,43,97,459
4,280,97,280
1718,99,98,1720
251,88,99,265
9,328,99,328
214,231,100,314
63,482,100,486
991,0,100,991
948,108,100,954
141,564,101,581
709,293,101,767
2052,322,101,2077
530,165,101,555
81,121,101,145
2097,262,102,2113
2,2,102,2
233,255,103,345
416,39,103,417
1202,530,104,1313
1136,162,104,1147
808,85,105,812
251,396,107,468
95,222,107,241
1331,2,107,1331
331,160,108,367
343,145,111,372
629,385,111,737
819,134,111,829
490,33,111,491
776,48,113,777
200,270,113,336
358,123,113,378
175,7,114,175
612,671,115,908
857,376,116,935
127,166,117,209
662,64,119,665
514,170,121,541
4,10,122,10
649,311,123,719
418,130,124,437
174,96,127,198
53,64,131,83
849,197,139,871
425,220,139,478
295,183,143,347
425,118,148,441
97,85,151,128
272,21,152,272
793,62,157,795
114,22,161,116
364,55,164,368
132,100,165,165
278,48,165,282
592,157,167,612
984,41,167,984
15,3,171,15
306,277,171,412
803,2,175,803
673,228,176,710
563,16,177,563
603,85,178,608
802,175,183,820
674,13,184,674
1224,44,185,1224
795,408,190,893
584,138,209,600
177,244,239,301
